UID,Country,Programs_Applied_To,Count_of_Programs,Status,Applicant
26003339,Нигерия /,Языкознание и литературоведение (на английском языке) / Foreign Languages (in English); Международные отношения (на английском языке) / International Relations (in English); Культурология (на английском языке) / Cultural Studies (in English),3,Accepted with budget,Master
26003341,Гонконг (Китай) /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26003342,Пакистан /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English); Современная математика (на английском языке) / Modern Mathematics (in English),3,Accepted with budget,Master
26003344,Оман /,Менеджмент (на английском языке) / Management (in English); Современная математика (на английском языке) / Modern Mathematics (in English); Экономика (на английском языке) / Economics (in English),3,Accepted with budget,Master
26003345,КИРГИЗИЯ /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Master
26003346,Эфиопия /,Физика (на английском языке) / Physics (in English),1,Accepted with budget,Master
26003347,Узбекистан /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),1,Accepted with budget,Master
26003349,ЧАД /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),1,Accepted with budget,Master
26003350,Гана /,Деловая коммуникация на английском языке / Business Communication in English; Международные отношения (на английском языке) / International Relations (in English); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Master
26003351,Алжир /,Менеджмент (на английском языке) / Management (in English); Деловая коммуникация на английском языке / Business Communication in English; Экономика (на английском языке) / Economics (in English),3,Accepted with budget,Master
26003352,Сенегал /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Графический дизайн / Graphic Design (in Russian),2,Accepted with budget,Master
26003353,Пакистан /,Психология / Psychology (in Russian); Когнитивные исследования / Cognitive Studies (in Russian),2,Accepted with budget,Master
26003354,Казахстан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Юриспруденция / Law (in Russian); Психология / Psychology (in Russian),3,Accepted with budget,Master
26003355,Нигерия /,Международные отношения (на английском языке) / International Relations (in English); Социология (на английском языке) / Sociology (in English); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Master
26003356,Йемен /,Деловая коммуникация на английском языке / Business Communication in English; Международные отношения / International Relations (in Russian),2,Accepted with budget,Master
26003358,Бангладеш /,Физика / Physics (in Russian),1,Accepted with budget,Bachelor
26003359,Алжир /,Менеджмент (на английском языке) / Management (in English); Экономика / Economics (in Russian); Экономика (на английском языке) / Economics (in English),3,Accepted with budget,Master
26003360,КИТАЙ /,Математика и механика / Mathematics and Mechanics (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),3,Accepted with budget,Bachelor
26003363,Грузия /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26003366,Нигерия /,Нефтегазовое дело / Petroleum Engineering (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Науки о Земле / Earth Sciences (in Russian),3,Accepted with budget,Bachelor
26003369,Нигерия /,Нефтегазовое дело / Petroleum Engineering (in Russian); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26003374,Пакистан /,Социология / Sociology (in Russian); Международные отношения / International Relations (in Russian),2,Accepted with budget,Bachelor
26003377,Азербайджан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26003380,"МОЛДОВА, РЕСПУБЛИКА /",Английский язык / English; Международные отношения / International Relations (in Russian),2,Accepted with budget,Bachelor
26003385,Нигерия /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26003388,Казахстан /,Искусства и гуманитарные науки / Arts and Humanities (in Russian); Психология / Psychology (in Russian); Дизайн среды / Environmental Design (in Russian),3,Accepted with budget,Bachelor
26003390,Казахстан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26003391,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English); Медицина (на английском языке) / Medicine (in English),3,Accepted with budget,Specialist
26003392,Индия /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26003393,ТУРКМЕНИСТАН /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Науки о Земле / Earth Sciences (in Russian); Психология / Psychology (in Russian),3,Accepted with budget,Bachelor
26003394,Узбекистан /,Международные отношения / International Relations (in Russian); Юриспруденция / Law (in Russian); Политология / Political Science (in Russian),3,Accepted with budget,Bachelor
26003395,Узбекистан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Графический дизайн / Graphic Design (in Russian); Физика / Physics (in Russian),3,Accepted with budget,Bachelor
26003396,Казахстан /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),1,Accepted with budget,Bachelor
26003397,Казахстан /,Английский язык / English,1,Accepted with budget,Bachelor
26003398,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),2,Accepted with budget,Bachelor
26003399,Индия /,Английский язык / English,1,Accepted with budget,Bachelor
26003400,Таджикистан /,Юриспруденция / Law (in Russian); Международные отношения / International Relations (in Russian); Английский язык / English,3,Accepted with budget,Bachelor
26003401,Пакистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26003402,Узбекистан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26003403,Узбекистан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003404,Кения /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26003405,Казахстан /,Биология / Biology (in Russian),1,Accepted with budget,Bachelor
26003406,Эфиопия /,Менеджмент (на английском языке) / Management (in English); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),2,Accepted with budget,Bachelor
26003407,"МОЛДОВА, РЕСПУБЛИКА /",Юриспруденция / Law (in Russian); История / History (in Russian),2,Accepted with budget,Bachelor
26003408,Эфиопия /,Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26003409,Турция /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003410,Казахстан /,Дизайн среды / Environmental Design (in Russian); Графический дизайн / Graphic Design (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),3,Accepted with budget,Bachelor
26003411,Бангладеш /,Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26003412,Египет /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),2,Accepted with budget,Bachelor
26003413,ТУРКМЕНИСТАН /,Физическая культура / Physical Education (in Russian),1,Accepted with budget,Bachelor
26003414,Египет /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26003415,Бангладеш /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26003416,Алжир /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003417,СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003418,ТУРКМЕНИСТАН /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003419,Алжир /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003420,Пакистан /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26003421,ТУРКМЕНИСТАН /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003424,Камерун /,Графический дизайн / Graphic Design (in Russian),1,Accepted with budget,Master
26003427,СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003437,Йемен /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003438,Йемен /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003440,Пакистан /,Экономика (на английском языке) / Economics (in English); Менеджмент (на английском языке) / Management (in English); Деловая коммуникация на английском языке / Business Communication in English,3,Accepted with budget,Master
26003446,КИТАЙ /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Master
26003450,КИТАЙ /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Международные отношения / International Relations (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),3,Accepted with budget,Master
26003451,Пакистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26003451,Пакистан /,Стоматология (на английском языке) / Dental Medicine (in English); Медицина (на английском языке) / Medicine (in English),2,Accepted with budget,Specialist
26003453,Казахстан /,Экономика / Economics (in Russian); Философия / Philosophy (in Russian),2,Accepted with budget,Master
26003456,"ТАНЗАНИЯ, ОБЪЕДИНЕННАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003458,ЛИВИЙСКАЯ АРАБСКАЯ ДЖАМАХИРИЯ /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Биология / Biology (in Russian); Химия / Chemistry (in Russian),3,Accepted with budget,Master
26003461,Судан /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003463,Пакистан /,Биология / Biology (in Russian); Психология / Psychology (in Russian); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Master
26003468,КИТАЙ /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),3,Accepted with budget,Master
26003470,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003472,ТУРКМЕНИСТАН /,Математика и механика / Mathematics and Mechanics (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Master
26003475,Йемен /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26003478,Пакистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26003480,Египет /,Стоматология / Dental Medicine (in Russian); Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26003483,Казахстан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26003485,"ТАНЗАНИЯ, ОБЪЕДИНЕННАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003489,КИРГИЗИЯ /,Юриспруденция / Law (in Russian),1,Accepted with budget,Master
26003490,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26003493,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26003499,Беларусь /,Экономика (на английском языке) / Economics (in English); Юриспруденция (на английском языке) / Law (in English); Экономика / Economics (in Russian),3,Accepted with budget,Master
26003501,Египет /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003502,Афганистан /,Юриспруденция (на английском языке) / Law (in English); Международные отношения (на английском языке) / International Relations (in English),2,Accepted with budget,Master
26003506,ТУРКМЕНИСТАН /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Нефтегазовая геология / Petroleum Geology (in Russian); Психология / Psychology (in Russian),3,Accepted with budget,Master
26003509,Судан /,Медицина / Medicine (in Russian); Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26003512,Нигерия /,Менеджмент (на английском языке) / Management (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English),2,Accepted with budget,Master
26003516,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003518,Пакистан /,Экономика (на английском языке) / Economics (in English); Менеджмент (на английском языке) / Management (in English),2,Accepted with budget,Master
26003521,Беларусь /,Социология / Sociology (in Russian); Экономика / Economics (in Russian); Философия / Philosophy (in Russian),3,Accepted with budget,Master
26003524,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология (на английском языке) / Dental Medicine (in English); Стоматология / Dental Medicine (in Russian); Медицина (на английском языке) / Medicine (in English),3,Accepted with budget,Specialist
26003527,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология (на английском языке) / Dental Medicine (in English); Медицина (на английском языке) / Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
26003532,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология (на английском языке) / Dental Medicine (in English); Медицина (на английском языке) / Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
26003535,Йемен /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26003547,Южная Осетия /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003549,Пакистан /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26003549,Пакистан /,Английский язык / English,1,Accepted with budget,Bachelor
26003556,Камерун /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26003562,ЮЖНАЯ АФРИКА /,Нефтегазовая геология / Petroleum Geology (in Russian),1,Accepted with budget,Master
26003567,Пакистан /,Химия / Chemistry (in Russian),1,Accepted with budget,Master
26003572,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Искусства и гуманитарные науки / Arts and Humanities (in Russian),3,Accepted with budget,Master
26003575,Таджикистан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003576,Беларусь /,Политология / Political Science (in Russian); Международные отношения / International Relations (in Russian),2,Accepted with budget,Master
26003578,Казахстан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26003581,Казахстан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Юриспруденция / Law (in Russian); Социология / Sociology (in Russian),3,Accepted with budget,Master
26003583,ТУРКМЕНИСТАН /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003584,Узбекистан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Master
26003587,ТУРКМЕНИСТАН /,Иностранные языки / Foreign Languages (in Russian); Педагогика / Pedagogy (in Russian); Деловая коммуникация на английском языке / Business Communication in English,3,Accepted with budget,Master
26003593,Пакистан /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English); Деловая коммуникация на английском языке / Business Communication in English,3,Accepted with budget,Master
26003597,Болгария /,Юриспруденция / Law (in Russian); Юриспруденция (на английском языке) / Law (in English),2,Accepted with budget,Master
26003603,СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Менеджмент (на английском языке) / Management (in English); Графический дизайн / Graphic Design (in Russian),3,Accepted with budget,Master
26003605,Пакистан /,Биология / Biology (in Russian); Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian),2,Accepted with budget,Master
26003606,Пакистан /,Юриспруденция (на английском языке) / Law (in English); Международные отношения (на английском языке) / International Relations (in English); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),3,Accepted with budget,Master
26003607,Российская Федерация /,Стоматология / Dental Medicine (in Russian); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003609,Йемен /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003610,Пакистан /,Экономика (на английском языке) / Economics (in English); Деловая коммуникация на английском языке / Business Communication in English; Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Master
26003612,Узбекистан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003613,Судан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Графический дизайн / Graphic Design (in Russian),2,Accepted with budget,Bachelor
26003614,Казахстан /,Теология / Theology (in Russian),1,Accepted with budget,Master
26003617,Нигерия /,Экономика (на английском языке) / Economics (in English); Международные отношения (на английском языке) / International Relations (in English); Деловая коммуникация на английском языке / Business Communication in English,3,Accepted with budget,Master
26003618,Нигерия /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26003624,Таджикистан /,История / History (in Russian); Юриспруденция / Law (in Russian),2,Accepted with budget,Master
26003626,Гамбия /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26003627,Пакистан /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English); Современная математика (на английском языке) / Modern Mathematics (in English),3,Accepted with budget,Master
26003628,Беларусь /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003630,КОНГО /,Математика и механика / Mathematics and Mechanics (in Russian); Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26003631,Беларусь /,Востоковедение и африканистика / Asian and African Studies (in Russian),1,Accepted with budget,Master
26003632,КИТАЙ /,Графический дизайн / Graphic Design (in Russian),1,Accepted with budget,Master
26003633,Нигерия /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003634,Индия /,Социология (на английском языке) / Sociology (in English),1,Accepted with budget,Master
26003636,Казахстан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Master
26003637,"ПАЛЕСТИНА, ГОСУДАРСТВО /",Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003638,КИТАЙ /,Юриспруденция / Law (in Russian),1,Accepted with budget,Master
26003640,КИТАЙ /,Экономика / Economics (in Russian),1,Accepted with budget,Master
26003642,Йемен /,Химия / Chemistry (in Russian); Нефтегазовая геология / Petroleum Geology (in Russian); Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian),3,Accepted with budget,Master
26003645,Нигерия /,Менеджмент (на английском языке) / Management (in English); Международные отношения (на английском языке) / International Relations (in English),2,Accepted with budget,Master
26003647,Пакистан /,Деловая коммуникация на английском языке / Business Communication in English; Менеджмент (на английском языке) / Management (in English); Культурология (на английском языке) / Cultural Studies (in English),3,Accepted with budget,Master
26003650,Экваториальная Гвинея /,Экономика (на английском языке) / Economics (in English),1,Accepted with budget,Master
26003652,Армения /,Менеджмент (на английском языке) / Management (in English); Деловая коммуникация на английском языке / Business Communication in English,2,Accepted with budget,Master
26003654,СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА /,Экономика (на английском языке) / Economics (in English); Экономика / Economics (in Russian); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Master
26003655,Камерун /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003657,Нигерия /,Экономика (на английском языке) / Economics (in English),1,Accepted with budget,Master
26003673,Египет /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English),2,Accepted with budget,Master
26003680,КОНГО /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),1,Accepted with budget,Master
26003682,Судан /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003683,Казахстан /,Физика / Physics (in Russian); Физика (на английском языке) / Physics (in English),2,Accepted with budget,Master
26003686,Египет /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Менеджмент (на английском языке) / Management (in English),2,Accepted with budget,Bachelor
26003687,Замбия /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Современная математика (на английском языке) / Modern Mathematics (in English),2,Accepted with budget,Master
26003692,"КОНГО, ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА /",Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003701,ЛИВИЙСКАЯ АРАБСКАЯ ДЖАМАХИРИЯ /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003703,Узбекистан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26003704,ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ /,Политология / Political Science (in Russian),1,Accepted with budget,Bachelor
26003705,Нигерия /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003708,Пакистан /,Менеджмент (на английском языке) / Management (in English); Реставрация / Restoration of Fine and Applied Art Objects (in Russian); Графический дизайн / Graphic Design (in Russian),3,Accepted with budget,Bachelor
26003715,ЛИВИЙСКАЯ АРАБСКАЯ ДЖАМАХИРИЯ /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003715,ЛИВИЙСКАЯ АРАБСКАЯ ДЖАМАХИРИЯ /,Политология / Political Science (in Russian); История / History (in Russian),2,Accepted with budget,Bachelor
26003716,Йемен /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003717,Узбекистан /,Иностранные языки / Foreign Languages (in Russian); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Языкознание и литературоведение (на английском языке) / Foreign Languages (in English),3,Accepted with budget,Master
26003718,"ПАЛЕСТИНА, ГОСУДАРСТВО /",Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003719,Египет /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003720,Бангладеш /,Менеджмент (на английском языке) / Management (in English); Деловая коммуникация на английском языке / Business Communication in English; Международные отношения (на английском языке) / International Relations (in English),3,Accepted with budget,Master
26003721,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Master
26003722,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Медицина / Medicine (in Russian); Медицина (на английском языке) / Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
26003723,Йемен /,Стоматология (на английском языке) / Dental Medicine (in English),1,Accepted with budget,Specialist
26003724,Нигерия /,Юриспруденция (на английском языке) / Law (in English); Менеджмент (на английском языке) / Management (in English); Международные отношения (на английском языке) / International Relations (in English),3,Accepted with budget,Master
26003725,Нигерия /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26003726,Казахстан /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),1,Accepted with budget,Bachelor
26003727,Судан /,Медицина / Medicine (in Russian); Стоматология / Dental Medicine (in Russian); Медицина (на английском языке) / Medicine (in English),3,Accepted with budget,Specialist
26003728,Пакистан /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English); Современная математика (на английском языке) / Modern Mathematics (in English),3,Accepted with budget,Master
26003729,КИТАЙ /,Экономика / Economics (in Russian); Международные отношения / International Relations (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Master
26003730,Беларусь /,Менеджмент (на английском языке) / Management (in English); Математика и механика / Mathematics and Mechanics (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),3,Accepted with budget,Master
26003731,Замбия /,Экономика (на английском языке) / Economics (in English); Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Международные отношения (на английском языке) / International Relations (in English),3,Accepted with budget,Master
26003732,Египет /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Master
26003733,Пакистан /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Химия / Chemistry (in Russian); Международные отношения (на английском языке) / International Relations (in English),3,Accepted with budget,Master
26003734,Алжир /,Дизайн среды / Environmental Design (in Russian); Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian),2,Accepted with budget,Master
26003735,Нигерия /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26003736,Пакистан /,Менеджмент (на английском языке) / Management (in English); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Медиакоммуникации и журналистика / Mediacommunications and Journalism (in Russian),3,Accepted with budget,PhD
26003737,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003738,Судан /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003739,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003740,Алжир /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26003741,Нигерия /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26003742,Азербайджан /,Стоматология / Dental Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26003743,Алжир /,Стоматология (на английском языке) / Dental Medicine (in English); Стоматология / Dental Medicine (in Russian),2,Accepted with budget,Specialist
26003744,Азербайджан /,Медицина / Medicine (in Russian); Медицина (на английском языке) / Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
26003745,"ПАЛЕСТИНА, ГОСУДАРСТВО /",Медицина / Medicine (in Russian); Медицина (на английском языке) / Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
26003746,Казахстан /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003747,Уганда /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003748,Таджикистан /,Английский язык / English; Международные отношения / International Relations (in Russian),2,Accepted with budget,Bachelor
26003749,Эфиопия /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26003750,"ТАНЗАНИЯ, ОБЪЕДИНЕННАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26003751,Пакистан /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26003752,Таджикистан /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26003753,Камерун /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English); Стоматология / Dental Medicine (in Russian),3,Accepted with budget,Specialist
